     1613461250, 109
     1613961250, 106
     1614461250, 102
     1614961250, 100
     1615461250, 97
     1615961250, 97
     1616461250, 92
     1616961250, 90
     1617461250, 85
     1617961250, 82
     1618461250, 78
     1618961250, 73
     1619461250, 69
     1619961250, 63
     1620461250, 59
     1620961250, 56
     1621461250, 53
     1621961250, 51
     1622461250, 51
     1622961250, 50
     1623461250, 50
     1623961250, 49
     1624461250, 47
     1624961250, 47
     1625461250, 47
     1625961250, 46
     1626461250, 46
     1626961250, 44
     1627461250, 43
     1627961250, 43
     1628461250, 44
     1628961250, 43
     1629461250, 48
     1629961250, 42
     1630461250, 49
     1630961250, 44
     1631461250, 45
     1631961250, 42
     1632461250, 41
     1632961250, 40
     1633461250, 42
     1633961250, 39
     1634461250, 40
     1634961250, 39
     1635461250, 44
     1635961250, 40
     1636461250, 38
     1636961250, 39
     1637461250, 37
     1637961250, 38
     1638461250, 37
     1638961250, 37
     1639461250, 37
     1639961250, 38
     1640461250, 37
     1640961250, 37
     1641461250, 37
     1641961250, 39
     1642461250, 36
     1642961250, 36
     1643461250, 37
     1643961250, 38
     1644461250, 37
     1644961250, 34
     1645461250, 34
     1645961250, 37
     1646461250, 36
     1646961250, 37
     1160006250, 61
     1160506250, 47
     1161006250, 47
     1161506250, 47
     1162006250, 45
     1162506250, 47
     1163006250, 48
     1163506250, 47
     1164006250, 48
     1164506250, 47
     1165006250, 51
     1165506250, 52
     1166006250, 51
     1166506250, 53
     1167006250, 51
     1167506250, 55
     1168006250, 55
     1168506250, 66
     1169006250, 56
     1169506250, 58
     1170006250, 57
     1170506250, 57
     1171006250, 63
     1171506250, 61
     1172006250, 62
     1172506250, 64
     1173006250, 67
     1173506250, 68
     1174006250, 67
     1174506250, 69
     1175006250, 71
     1175506250, 75
     1176006250, 74
     1176506250, 73
     1177006250, 74
     1177506250, 78
     1178006250, 77
     1178506250, 82
     1179006250, 84
     1179506250, 85
     1180006250, 86
     1180506250, 87
     1181006250, 88
     1181506250, 88
     1182006250, 92
     1182506250, 94
     1183006250, 96
     1183506250, 98
     1184006250, 98
     1184506250, 102
     1185006250, 105
     1185506250, 105
     1186006250, 108
     1186506250, 112
     1187006250, 116
     1187506250, 118
     1188006250, 118
     1188506250, 117
     1189006250, 120
     1189506250, 126
     1190006250, 123
     1190506250, 127
     1191006250, 129
     1191506250, 133
     1192006250, 133
     1192506250, 133
     1193006250, 136
     1193506250, 136
     1194006250, 138
     1194506250, 141
     1195006250, 142
     1195506250, 142
     1196006250, 141
     1196506250, 143
     1197006250, 143
     1197506250, 143
     1198006250, 143
     1198506250, 144
     1199006250, 144
     1199506250, 153
     1200006250, 144
     1200506250, 145
     1201006250, 143
     1201506250, 145
     1202006250, 145
     1202506250, 146
     1203006250, 147
     1203506250, 145
     1204006250, 146
     1204506250, 145
     1205006250, 145
     1205506250, 147
     1206006250, 146
     1206506250, 155
     1207006250, 150
     1207506250, 146
     1208006250, 147
     1208506250, 145
     1209006250, 147
     1209506250, 144
     1210006250, 146
     1210506250, 147
     1211006250, 146
     1211506250, 148
     1212006250, 146
     1212506250, 147
     1213006250, 146
     1213506250, 147
     1214006250, 147
     1214506250, 147
     1215006250, 149
     1215506250, 148
     1216006250, 148
     1216506250, 147
     1217006250, 148
     1217506250, 147
     1218006250, 150
     1218506250, 150
     1219006250, 149
     1219506250, 148
     1220006250, 149
     1220506250, 147
     1221006250, 149
     1221506250, 153
     1222006250, 157
     1222506250, 157
     1223006250, 149
     1223506250, 150
     1224006250, 148
     1224506250, 149
     1225006250, 150
     1225506250, 147
     1226006250, 150
     1226506250, 145
     1227006250, 147
     1227506250, 148
     1228006250, 143
     1228506250, 147
     1229006250, 143
     1229506250, 143
     1230006250, 145
     1230506250, 141
     1231006250, 144
     1231506250, 140
     1232006250, 142
     1232506250, 139
     1233006250, 138
     1233506250, 142
     1234006250, 139
     1234506250, 141
     1235006250, 138
     1235506250, 137
     1236006250, 139
     1236506250, 138
     1237006250, 140
     1237506250, 143
     1238006250, 143
     1238506250, 139
     1239006250, 141
     1239506250, 137
     1240006250, 136
     1240506250, 135
     1241006250, 137
     1241506250, 136
     1242006250, 136
     1242506250, 135
     1243006250, 136
     1243506250, 134
     1244006250, 134
     1244506250, 135
     1245006250, 133
     1245506250, 134
     1246006250, 134
     1246506250, 135
     1247006250, 134
     1247506250, 133
     1248006250, 132
     1248506250, 132
     1249006250, 132
     1249506250, 139
     1250006250, 129
     1250506250, 130
     1251006250, 130
     1251506250, 129
     1252006250, 127
     1252506250, 126
     1253006250, 126
     1253506250, 126
     1254006250, 123
     1254506250, 121
     1255006250, 120
     1255506250, 118
     1256006250, 116
     1256506250, 113
     1257006250, 113
     1257506250, 113
     1258006250, 107
     1258506250, 107
     1259006250, 103
     1259506250, 101
     1260006250, 100
     1260506250, 98
     1261006250, 95
     1261506250, 94
     1262006250, 92
     1262506250, 88
     1263006250, 87
     1263506250, 84
     1264006250, 83
     1264506250, 81
     1265006250, 80
     1265506250, 77
     1266006250, 76
     1266506250, 73
     1267006250, 69
     1267506250, 69
     1268006250, 67
     1268506250, 67
     1269006250, 63
     1269506250, 62
     1270006250, 63
     1270506250, 59
     1271006250, 60
     1271506250, 59
     1272006250, 55
     1272506250, 56
     1273006250, 55
     1273506250, 54
     1274006250, 52
     1274506250, 53
     1275006250, 52
     1275506250, 51
     1276006250, 51
     1276506250, 48
     1277006250, 70
     1277506250, 49
     1278006250, 46
     1278506250, 49
     1279006250, 46
     1279506250, 64
     1280006250, 46
     1280506250, 46
     1281006250, 47
     1281506250, 45
     1282006250, 44
     1282506250, 45
     1283006250, 43
     1283506250, 46
     1284006250, 43
     1284506250, 45
     1285006250, 43
     1285506250, 42
     1286006250, 46
     1286506250, 45
     1287006250, 46
     1287506250, 44
