     1519461250, 36
     1519961250, 37
     1520461250, 35
     1520961250, 37
     1521461250, 36
     1521961250, 36
     1522461250, 37
     1522961250, 37
     1523461250, 37
     1523961250, 36
     1524461250, 36
     1524961250, 37
     1525461250, 36
     1525961250, 36
     1526461250, 37
     1526961250, 38
     1527461250, 39
     1527961250, 38
     1528461250, 40
     1528961250, 41
     1529461250, 39
     1529961250, 37
     1530461250, 40
     1530961250, 42
     1531461250, 39
     1531961250, 43
     1532461250, 40
     1532961250, 41
     1533461250, 44
     1533961250, 45
     1534461250, 44
     1534961250, 57
     1535461250, 113
     1535961250, 57
     1536461250, 63
     1536961250, 45
     1537461250, 50
     1537961250, 51
     1538461250, 50
     1538961250, 51
     1539461250, 48
     1539961250, 48
     1540461250, 54
     1540961250, 45
     1541461250, 47
     1541961250, 49
     1542461250, 48
     1542961250, 51
     1543461250, 51
     1543961250, 50
     1544461250, 57
     1544961250, 55
     1545461250, 55
     1545961250, 57
     1546461250, 60
     1546961250, 60
     1547461250, 61
     1547961250, 69
     1548461250, 66
     1548961250, 67
     1549461250, 72
     1549961250, 74
     1550461250, 80
     1550961250, 82
     1551461250, 91
     1551961250, 97
     1552461250, 100
     1552961250, 105
     1553461250, 107
     1553961250, 113
     1554461250, 117
     1554961250, 119
     1555461250, 125
     1555961250, 125
     1556461250, 127
     1556961250, 130
     1557461250, 132
     1557961250, 133
     1558461250, 134
     1558961250, 136
     1559461250, 136
     1559961250, 136
     1560461250, 135
     1560961250, 136
     1561461250, 137
     1561961250, 134
     1562461250, 136
     1562961250, 135
     1563461250, 136
     1563961250, 135
     1564461250, 135
     1564961250, 134
     1565461250, 134
     1565961250, 133
     1566461250, 135
     1566961250, 135
     1567461250, 137
     1567961250, 134
     1568461250, 135
     1568961250, 134
     1569461250, 134
     1569961250, 134
     1570461250, 135
     1570961250, 134
     1571461250, 137
     1571961250, 136
     1572461250, 136
     1572961250, 137
     1573461250, 137
     1573961250, 140
     1574461250, 139
     1574961250, 140
     1575461250, 140
     1575961250, 140
     1576461250, 141
     1576961250, 141
     1577461250, 142
     1577961250, 143
     1578461250, 144
     1578961250, 143
     1579461250, 145
     1579961250, 145
     1580461250, 146
     1580961250, 147
     1581461250, 147
     1581961250, 146
     1582461250, 149
     1582961250, 149
     1583461250, 149
     1583961250, 147
     1584461250, 147
     1584961250, 149
     1585461250, 149
     1585961250, 153
     1586461250, 149
     1586961250, 147
     1587461250, 148
     1587961250, 147
     1588461250, 148
     1588961250, 149
     1589461250, 150
     1589961250, 147
     1590461250, 147
     1590961250, 148
     1591461250, 147
     1591961250, 147
     1592461250, 147
     1592961250, 144
     1593461250, 145
     1593961250, 144
     1594461250, 147
     1594961250, 144
     1595461250, 143
     1595961250, 144
     1596461250, 143
     1596961250, 144
     1597461250, 145
     1597961250, 147
     1598461250, 143
     1598961250, 145
     1599461250, 149
     1599961250, 143
     1600461250, 146
     1600961250, 143
     1601461250, 143
     1601961250, 143
     1602461250, 141
     1602961250, 142
     1603461250, 142
     1603961250, 142
     1604461250, 139
     1604961250, 140
     1605461250, 139
     1605961250, 137
     1606461250, 136
     1606961250, 135
     1607461250, 132
     1607961250, 130
     1608461250, 132
     1608961250, 129
     1609461250, 127
     1609961250, 124
     1610461250, 121
     1610961250, 120
     1611461250, 119
     1611961250, 114
     1612461250, 114
     1612961250, 109
